overview,name
"""On Patrol: Live"" follows police officers and sheriff's deputies from diverse agencies in different cities across the country for three hours. Program hosts Dan Abrams, retired Tulsa Police Department Sgt. Sean ""Sticks"" Larkin and Deputy Sheriff Curtis Wilson provide minute-by-minute perspective and analysis from a central studio location during footage. Local residents from the communities of featured departments are given the opportunity to have a firsthand experience during ride-alongs with officers on live nights.",On Patrol: Live
"The anime centers on a young female ninja named Chidori, whose dream is to help the Warring States-era warlord Oda Nobunaga to achieve his goals.",Ninja Girl & Samurai Master
The 97th NHK asadora is about Ten who becomes the first female comedian.,Warotenka
"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",Aggretsuko
,Manshow
"Ashley and Gordon are two single(ish), complex humans who are brought together by a car accident and an injured dog. Flawed, funny people choosing each other and being brave enough to show their true self, scars and all, as they navigate life together.",Colin from Accounts
"Jo Frost, a modern day, tough-love ""Mary Poppins"" is placed with families in need of guidance or care. She spends an extended period of time with a family, observing their issues and then, using a series of her own tried-and-true methods, offer solutions. Problems can range from discipline to sloppiness or anything in between.",Supernanny
"The Micronauts animated show, based on the Japanese toy line from Mego, was announced by Hasbro in 2018. However, fans got no update from the series ever since. Eric Rogers, the executive producer of Amazon’s Angry Birds: Mystery Island, served as the head writer and co-creator of the show and he has finally opened up about the animated TV show.

In response to a tweet asking, “What canceled project do you wish happened?”, Rogers wrote about Micronauts. He explained that he had produced 52 half-hour episodes for the show that never saw the light of the day. He shared that no one at Hasbro would tell him what had happened to the series. He shared:",Micronauts
"Every morning, Nate and Malika leave home 30 minutes early to go to school, and yet every morning they arrive late! That’s because every morning, something AMAZING happens on the way. But even though their stories are always true, Principal Prudence never believes them…",Nate Is Late
"About the day-to-day life and adventures of a young anthropomorphic zebra, Zou (Bizou), and his family and friends. Most episodes take place at Zou's house or in his backyard. Zou lives with his mother, father, grandparents, and great-grandmother. Each episode features some simple problem or issue that Zou must deal with, usually with the assistance of his family and friends.",Zou
"Stagecoach West is an American Western drama television series which ran for thirty-eight episodes on the ABC network from October 4, 1960, until June 27, 1961. Characters Luke Perry and Simon Kane operate the Timberland Stage Line from fictitious Outpost, Missouri to San Francisco, California. Simon's 15-year-old son, David ""Davey"" Kane, joins the two as they face stagecoach robbers, murderers, inclement weather, and human interest stories. Perry and Kane, who are both deputy U.S. marshals, had been on opposite sides of the American Civil War; Kane, a captain in the Union Army, while Perry had fought for the Confederate States of America. The one-hour black-and-white program was offered at 9 p.m. Eastern on Tuesdays opposite NBC's Thriller, hosted by Boris Karloff, and CBS's The Red Skelton Show.

Rogers became well-known a dozen years later on M*A*S*H, and Bray later portrayed the forest ranger Corey Stuart on Lassie from 1964–1969, both on CBS. Child actor Richard Eyer had starred in a number of films in the 1950s, including Friendly Persuasion and Desperate Hours.

Stagecoach West was produced by Dick Powell's Four Star Television. It is believed that the series was cancelled despite the high quality of its production because of the glut of westerns on television at the time that it aired. The same fate had fallen on CBS's Johnny Ringo, a 1959 one-season spin-off of Dick Powell's Zane Grey Theater.",Stagecoach West
"Narumi Katou is a middle-aged man who suffers from the bizarre ZONAPHA Syndrome: a rare and inexplicable disease that causes its victims to endure severe seizures at random, with the only cure being to watch someone laugh. One day, during Narumi's part time job, a young boy with a giant suitcase fleeing from three adults runs into him. The boy introduces himself as Masaru Saiga, the new owner of the famous Saiga Enterprises following his father's recent death. However, other members of his family are trying to assassinate him and claim the fortune for themselves.",Karakuri Circus
"Shouzou and Ine Saitou have been happily married for as long as they can remember. Even in their old age with wrinkles and cracking limbs, the strength of this love is evident in their precious bond. And then, one day, they wake up to find they are young again! Despite their newfound youthful and attractive bodies, Shouzou and Ine remain the same as ever.",Grandpa and Grandma Turn Young Again
,La Venganza de los Ex VIP
"After a millennium, a flamboyant genie returns to grant wishes to a stoic woman. Can his magic turn her routine-bound world into one of love and fantasy?","Genie, Make a Wish"
